Club,County,Province,Latitude,Longitude,Status
Fanad Gaels GAA,Donegal,Ulster,55.198566,-7.64377,no_match
Four Masters GAA,Donegal,Ulster,54.655422,-8.122581,matched_gaa
Gaoth Dobhair GAA,Donegal,Ulster,55.082695,-8.310726,matched_gaa
Glenfin GAA,Donegal,Ulster,54.824338,-7.923301,matched_generic
Glenswilly GAA,Donegal,Ulster,54.941201,-7.839139,matched_gaa
Kilcar GAA,Donegal,Ulster,54.626195,-8.602701,matched_gaa
Killybegs GAA,Donegal,Ulster,54.638166,-8.485331,matched_generic
Letterkenny Gaels GAA,Donegal,Ulster,54.950591,-7.693299,matched_gaa
Milford GAA,Donegal,Ulster,55.083392,-7.703174,matched_gaa
Moville GAA,Donegal,Ulster,55.193931,-7.02327,matched_gaa
Na Rossa,Donegal,Ulster,54.86595,-8.375999,matched_generic
"Naomh Brd GAA, Ballintra/Laghey",Donegal,Ulster,54.599663,-8.101298,matched_generic
"Naomh Colmcille GAA, Newtowncunningham",Donegal,Ulster,54.999721,-7.519841,matched_generic
"Naomh Columba GAA, Glencolumbkille",Donegal,Ulster,54.710617,-8.732384,matched_gaa
"Naomh Conall GAA, Glenties",Donegal,Ulster,54.794201,-8.296564,matched_generic
"Naomh Muire GAA, Lower Rosses",Donegal,Ulster,55.030302,-8.37084,matched_gaa
"Naomh Pádraig GAA, Lifford",Donegal,Ulster,54.838201,-7.47892,matched_generic
"Naomh Pádraig GAA, Malin",Donegal,Ulster,55.297694,-7.262075,matched_gaa
"Naomh Pádraig GAA, Muff",Donegal,Ulster,55.094599,-7.231127,matched_gaa
"Naomh Ultan GAA, Dunkineely",Donegal,Ulster,54.633589,-8.348614,matched_gaa
Pettigo GAA,Donegal,Ulster,54.545812,-7.838141,matched_generic
Red Hugh's GAA,Donegal,Ulster,54.779234,-7.69589,matched_gaa
Robert Emmet's GAA,Donegal,Ulster,54.801225,-7.573345,matched_gaa
Réalt na Mara GAA,Donegal,Ulster,54.474555,-8.283204,matched_gaa
Setanta GAA,Donegal,Ulster,54.786475,-7.7023,matched_gaa
Seán Mac Cunmaill's GAA,Donegal,Ulster,54.801349,-7.777731,matched_gaa
"St. Eunan's GAA, Letterkenny",Donegal,Ulster,54.945481,-7.752443,matched_gaa
"St. Mary's GAA, Convoy",Donegal,Ulster,54.859081,-7.679632,matched_gaa
"St. Michael's GAA, Creeslough/Dunfanaghy",Donegal,Ulster,55.182515,-7.988381,matched_gaa
"St. Naul's GAA, Mountcharles",Donegal,Ulster,54.644605,-8.201164,matched_gaa
Termon GAA,Donegal,Ulster,55.044074,-7.815342,matched_generic
Urris GAA,Donegal,Ulster,55.263109,-7.427555,matched_generic
Aghaderg-Ballyvarley GAA,Down,Ulster,54.34497,-6.326956,matched_gaa
"An Ríocht GAA, Greencastle",Down,Ulster,54.049279,-6.035741,matched_gaa
Annaclone GAA,Down,Ulster,54.294965,-6.179847,matched_gaa
Ardglass GAA,Down,Ulster,54.268025,-5.5938,matched_gaa
Atticall GAA,Down,Ulster,54.10535,-6.062063,matched_gaa
Aughlisnafin GAA,Down,Ulster,54.262246,-5.91886,matched_gaa
Ballela GAA,Down,Ulster,54.354679,-6.148469,matched_gaa
Ballyholland Harps,Down,Ulster,54.166128,-6.311919,matched_gaa
Ballykinlar GAA,Down,Ulster,54.257445,-5.790076,matched_gaa
Ballymartin GAA Club,Down,Ulster,54.073515,-5.961816,matched_gaa
"Beann Dhearg GAA, Kilclief",Down,Ulster,54.341737,-5.544638,matched_gaa
Bredagh GAA,Down,Ulster,54.57344,-5.91051,matched_generic
Bright GAA,Down,Ulster,54.294031,-5.715156,matched_gaa
Bryansford GAA,Down,Ulster,54.217911,-5.891957,matched_gaa
Carryduff GAA,Down,Ulster,54.530779,-5.886732,matched_gaa
Clann na Banna GAA,Down,Ulster,54.349371,-6.282023,matched_generic
Clonduff GAA,Down,Ulster,54.200228,-6.135352,matched_gaa
Down GAA,Down,Ulster,54.163068,-6.337124,matched_gaa
Down GAA,Down,Ulster,54.477827,-5.510035,matched_generic
Dromara GAA,Down,Ulster,54.368806,-5.985304,matched_generic
Dundrum GAA,Down,Ulster,54.262534,-5.838307,matched_gaa
East Belfast GAA,Down,Ulster,54.5684095,-5.87337474,matched_generic
Fontenoy's GAA. Liatroim,Down,Ulster,54.285659,-5.994104,matched_gaa
"John Martin's GAA, Glenn",Down,Ulster,54.2411,-6.3355,matched_generic
"John Mitchel's GAA, Ballygalget",Down,Ulster,54.413253,-5.499707,matched_gaa
"John Mitchel's GAA, Newry",Down,Ulster,54.153034,-6.324304,matched_gaa
Longstone GAA,Down,Ulster,54.110249,-5.933245,matched_gaa
Loughinisland,Down,Ulster,54.350932,-5.81299,matched_gaa
Mayobridge GAA,Down,Ulster,54.18296,-6.224988,matched_gaa
Newry Shamrocks,Down,Ulster,54.163093,-6.334689,matched_gaa
"Owen Roe's GAA, Kilcoo",Down,Ulster,54.235819,-6.023384,matched_gaa
"Russell Gaelic Union, Downpatrick",Down,Ulster,54.317274,-5.701665,matched_gaa
Saval GAA,Down,Ulster,54.214114,-6.284156,matched_gaa
"St. Bronagh's GAA, Rostrevor",Down,Ulster,54.105386,-6.203355,matched_gaa
"St. Colman's GAA, Drumaness",Down,Ulster,54.364927,-5.848621,matched_gaa
"St. John Bosco GAA, Newry",Down,Ulster,54.180977,-6.347595,matched_gaa
"St. John's GAA, Drumnaquoile",Down,Ulster,54.297345,-5.907541,matched_gaa
"St. Joseph's GAA, Ballycran",Down,Ulster,54.477829,-5.507836,matched_generic
St. Malachy's GAA. Castlewellan,Down,Ulster,54.255572,-5.941395,matched_gaa
"St. Mary's GAA, Burren",Down,Ulster,54.137491,-6.262803,matched_gaa
"St. Mary's GAA, Glasdrumman",Down,Ulster,54.124699,-5.907279,matched_gaa
"St. Michael's GAA, Magheralin",Down,Ulster,54.465105,-6.276598,matched_gaa
"St. Mochhai's GAA, Darragh Cross",Down,Ulster,54.448684,-5.757501,matched_gaa
"St. Patrick's GAA, Drumgath",Down,Ulster,54.22961,-6.214452,matched_gaa
"St. Patrick's GAA, Portaferry",Down,Ulster,54.373912,-5.532181,matched_gaa
"St. Patrick's GAA, Saul",Down,Ulster,54.348653,-5.653568,matched_gaa
"St. Paul's GAA, Holywood",Down,Ulster,54.637267,-5.841064,matched_generic
"St. Peter's GAA, Warrenpoint",Down,Ulster,54.103374,-6.228527,matched_gaa
Teconnaught GAA,Down,Ulster,54.359383,-5.771101,matched_gaa
Tullylish GAA,Down,Ulster,54.381373,-6.311648,matched_gaa
"Wolfe Tone GAA, Killyleagh",Down,Ulster,54.403911,-5.652938,matched_generic
"Art McMurrough's GAA, Belnaleck",Fermanagh,Ulster,54.290111,-7.672727,matched_gaa
"Brian Boru GAA, Kinawley",Fermanagh,Ulster,54.217359,-7.676336,matched_gaa
Derrygonnelly Harps,Fermanagh,Ulster,54.421938,-7.827696,matched_gaa
"Emmett's GAA, Lisnaskea",Fermanagh,Ulster,54.249707,-7.452027,matched_gaa
Enniskillen Gaels,Fermanagh,Ulster,54.351022,-7.634843,matched_gaa
"Erne Gaels, Belleek",Fermanagh,Ulster,54.48504,-8.088652,matched_gaa
Fermanagh GAA,Fermanagh,Ulster,54.351139,-7.634813,matched_gaa
"First Fermanagh's GAA, Newtownbutler",Fermanagh,Ulster,54.187566,-7.364801,matched_gaa
"Heber McMahon's GAA, Brookeborough",Fermanagh,Ulster,54.312959,-7.39369,matched_gaa
"O'Connell's GAA, Derrylin",Fermanagh,Ulster,54.204195,-7.575962,matched_gaa
"O'Dwyer's GAA, Coa",Fermanagh,Ulster,54.40243,-7.537014,matched_gaa
"O'Rahilly's GAA, Belcoo",Fermanagh,Ulster,54.298865,-7.883084,matched_gaa
Roslea Shamrocks,Fermanagh,Ulster,54.240537,-7.169908,matched_gaa
"St. Aidan's GAA, Derrylin",Fermanagh,Ulster,54.1916067,-7.5684442,matched_generic
"St. Joseph's GAA, Ederney",Fermanagh,Ulster,54.531447,-7.655133,matched_gaa
"St. Macartan's GAA, Aghadrumsee",Fermanagh,Ulster,54.23729,-7.233976,matched_gaa
"St. Mary's GAA, Devenish",Fermanagh,Ulster,54.41029,-8.091314,matched_gaa
"St. Mary's GAA, Maguiresbridge",Fermanagh,Ulster,54.291314,-7.477572,matched_gaa
"St. Molaise's GAA, Irvinestown",Fermanagh,Ulster,54.474998,-7.62985,matched_gaa
"St. Patrick's GAA, Donagh",Fermanagh,Ulster,54.215802,-7.38902,matched_gaa
"St. Patricks GAA, Lisbellaw",Fermanagh,Ulster,54.344695,-7.558182,no_match
Teemore Shamrocks,Fermanagh,Ulster,54.144486,-7.567095,matched_gaa
Tempo Maguires,Fermanagh,Ulster,54.381779,-7.460613,matched_gaa
Aghabog Emmets ,Monaghan,Ulster,54.17118,-7.04587,matched_gaa
Aughnamullen Sarsfields,Monaghan,Ulster,54.06228,-6.81379,matched_gaa
Ballybay Pearse Brothers,Monaghan,Ulster,54.126254,-6.87646,matched_gaa
Blackhill Emeralds,Monaghan,Ulster,54.111566,-6.76232,matched_gaa
Carrickmacross Emmets,Monaghan,Ulster,53.985069,-6.72126,matched_gaa
Castleblayney Faughs,Monaghan,Ulster,54.1127,-6.731086,matched_gaa
Clones ,Monaghan,Ulster,54.18566,-7.23398,matched_gaa
Clontibret O'Neills,Monaghan,Ulster,54.21854,-6.844842,matched_gaa
Corduff Gaels,Monaghan,Ulster,54.010197,-6.82086,matched_gaa
Cremartin Shamrocks,Monaghan,Ulster,54.160081,-6.81535,matched_gaa
Currin Sons of St Patrick ,Monaghan,Ulster,54.130753,-7.25743,matched_gaa
Donaghmoyne Fontenoys,Monaghan,Ulster,54.01472,-6.69943,matched_gaa
Doohamlet O'Neills,Monaghan,Ulster,54.130414,-6.81889,matched_gaa
Drumhowan Geraldines ,Monaghan,Ulster,54.104848,-6.82205,matched_gaa
Eire Og Na Mullai,Monaghan,Ulster,54.222956,-7.098112,matched_gaa
Emyvale,Monaghan,Ulster,54.33111,-6.947877,matched_gaa
Inniskeen Grattans,Monaghan,Ulster,53.992989,-6.604538,matched_gaa
Kileevan Sarsfields,Monaghan,Ulster,54.164385,-7.142703,matched_gaa
Killanny Geraldines,Monaghan,Ulster,53.963288,-6.64651,matched_generic
Latton O'Rahillys,Monaghan,Ulster,54.07299,-6.94884,matched_gaa
Magheracloone Mitchells,Monaghan,Ulster,53.94452,-6.769294,no_match
Monaghan Centre of Excellence,Monaghan,Ulster,54.1583951,-6.8044747,matched_gaa
Monaghan GAA,Monaghan,Ulster,54.185656,-7.235743,matched_gaa
Monaghan Harps,Monaghan,Ulster,54.249193,-6.96148,matched_gaa
Oram Sarsfields,Monaghan,Ulster,54.146262,-6.6955,matched_gaa
Rockcorry ,Monaghan,Ulster,54.119202,-7.012869,matched_gaa
Scotstown,Monaghan,Ulster,54.282,-7.06101,matched_gaa
Sean Mac Diarmada,Monaghan,Ulster,54.21586,-7.04148,matched_gaa
Toome St. Victors,Monaghan,Ulster,54.081805,-6.679173,matched_gaa
Truagh Gaels,Monaghan,Ulster,54.363855,-6.96471,matched_gaa
Tyholland St. Patricks,Monaghan,Ulster,54.26807,-6.91867,matched_gaa
Beragh Red Knights,Tyrone,Ulster,54.549666,-7.152417,matched_gaa
Cappagh Gaels,Tyrone,Ulster,54.601477,-7.254738,matched_gaa
"Clann na nGael GAA, Donagheady",Tyrone,Ulster,54.826154,-7.226472,matched_gaa
Derrylaughan Kevin Barry's GAC,Tyrone,Ulster,54.53633,-6.61058,matched_gaa
Derrytresk Fir an Chnoic GAA,Tyrone,Ulster,54.518026,-6.64025,no_match
"Emmett's GAA, Eskra",Tyrone,Ulster,54.484967,-7.202589,matched_gaa
"Eoghan Rua GAA, Dungannon",Tyrone,Ulster,54.508666,-6.787254,matched_gaa
Errigal Ciaran GAA,Tyrone,Ulster,54.524743,-7.06973,matched_generic
"Fr. Rock's GAA, Cookstown",Tyrone,Ulster,54.642676,-6.75079,matched_gaa
"Na Fianna GAA, Coalisland",Tyrone,Ulster,54.543273,-6.690517,matched_gaa
"Naomh Colmcille GAA, Coalisland/Clonoe",Tyrone,Ulster,54.53822,-6.649469,no_match
"O'Donovan Rossa's GAA, Ardboe",Tyrone,Ulster,54.614172,-6.551919,matched_generic
"O'Neill's GAA, Aghaloo",Tyrone,Ulster,54.407448,-6.978524,matched_gaa
"O'Rahilly's GAA, Clonoe",Tyrone,Ulster,54.533554,-6.677183,matched_generic
"Owen Roe's GAA, Brackaville",Tyrone,Ulster,54.550859,-6.715102,matched_generic
"Owen Roe's GAA, Leckpatrick",Tyrone,Ulster,54.842718,-7.357853,matched_generic
"Pearse Óg GAA, Dregish",Tyrone,Ulster,54.667527,-7.460411,matched_gaa
"Pearse's GAA, Fintona",Tyrone,Ulster,54.49211,-7.327816,matched_gaa
"Pearse's GAA, Galbally",Tyrone,Ulster,54.543001,-6.904847,matched_generic
"Plunkett's GAA, Pomeroy",Tyrone,Ulster,54.593823,-6.936975,matched_generic
"Robert Emmet's GAA, Brockagh",Tyrone,Ulster,54.561066,-6.599255,matched_generic
"Sarsfield's GAA, Drumragh",Tyrone,Ulster,54.570499,-7.360705,matched_gaa
"Sigerson's GAA, Strabane",Tyrone,Ulster,54.816627,-7.457993,matched_gaa
"St. Colmcille's GAA, Carrickmore",Tyrone,Ulster,54.592369,-7.067623,matched_gaa
"St. Columba's GAA, Urney",Tyrone,Ulster,54.794333,-7.53218,matched_generic
"St. Davog's, Aghyaran",Tyrone,Ulster,54.677623,-7.704023,matched_gaa
"St. Dympna's GAA, Dromore",Tyrone,Ulster,54.51581,-7.45148,matched_gaa
"St. Enda's GAA, Omagh",Tyrone,Ulster,54.613985,-7.296944,matched_gaa
"St. Eugene's GAA, Castlederg",Tyrone,Ulster,54.707328,-7.599265,matched_gaa
"St. Eugene's GAA, Newtownstewart",Tyrone,Ulster,54.718492,-7.371679,matched_generic
"St. Joseph's GAA, Glenelly",Tyrone,Ulster,54.766177,-7.250513,matched_generic
"St. Macartan's GAA, Augher",Tyrone,Ulster,54.436332,-7.120059,matched_gaa
"St. Macartan's GAA, Trillick",Tyrone,Ulster,54.452746,-7.491399,matched_gaa
"St. Malachy's GAA, Edendork",Tyrone,Ulster,54.522556,-6.759909,matched_generic
"St. Malachy's GAA, Moortown",Tyrone,Ulster,54.637103,-6.516028,matched_generic
"St. Mary's GAA, Killeeshil",Tyrone,Ulster,54.49185,-6.943026,matched_gaa
"St. Mary's GAA, Killyclogher",Tyrone,Ulster,54.60123,-7.25474,matched_gaa
"St. Mary's GAA, Killyman",Tyrone,Ulster,54.507296,-6.673472,matched_generic
"St. Patrick's GAA, Donaghmore",Tyrone,Ulster,54.534032,-6.812071,matched_gaa
"St. Patrick's GAA, Eglish",Tyrone,Ulster,54.45196,-6.798555,matched_generic
"St. Patrick's GAA, Gortin",Tyrone,Ulster,54.718342,-7.228704,matched_gaa
"St. Patrick's GAA, Greencastle",Tyrone,Ulster,54.698255,-7.067184,matched_generic
"St. Patrick's GAA, Rock",Tyrone,Ulster,54.599205,-6.831476,matched_gaa
"St. Patrick's GAA, Tattyreagh",Tyrone,Ulster,54.534817,-7.281799,matched_gaa
"St. Teresa's GAA, Loughmacrory",Tyrone,Ulster,54.627368,-7.105762,matched_gaa
Stewartstown Harps,Tyrone,Ulster,54.566203,-6.689505,no_match
Strabane Shamrocks,Tyrone,Ulster,54.818395,-7.457211,matched_gaa
"Thomas Clarke's GAA, Dungannon",Tyrone,Ulster,54.508647,-6.787287,matched_gaa
Tyrone GAA,Tyrone,Ulster,54.613948,-7.299232,matched_gaa
Tyrone GAA Garvaghey Centre,Tyrone,Ulster,54.4912088,-7.131232,matched_gaa
"Tír na nÓg GAA, The Moy",Tyrone,Ulster,54.443301,-6.697002,matched_gaa
"Wolfe Tone's GAA, Drumquin",Tyrone,Ulster,54.612331,-7.491606,matched_gaa
"Wolfe Tone's GAA, Kildress",Tyrone,Ulster,54.64009,-6.924508,matched_generic
"Éire Óg GAA, Carrickmore",Tyrone,Ulster,54.59419,-7.046522,matched_gaa
"Éire Óg GAA, Clogher",Tyrone,Ulster,54.412092,-7.165559,matched_generic
